intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
238797;2018;2;0;50;0;48;2;1;NA;NA;5;4;9;0.296;0.381;712.6922944233461;1;3;1969
239156;2017;11;0;38;0;62;2;2;12000;1;3;4;9;0.296;0.826;1545.1019296422146;2;4;1955
240141;2017;11;0;40;0;46;2;2;12000;1;14;2;4;0.296;0.558;1043.7855650609636;2;10;1971
240310;2018;1;0;36;0;45;2;2;12000;1;5;5;10;0.296;0.649;1214.0086590045973;2;4;1972
240416;2017;11;0;10;0;66;1;1;NA;NA;5;6;8;1;1.169;2186.7120529682193;2;7;1951
240730;2017;11;0;42;0;40;5;2;12000;1;14;6;8;0.296;0.254;475.12819628223065;1;4;1977
240756;2017;11;0;40;0;48;2;1;NA;NA;3;4;4;0.572;0.585;1094.2913182090745;2;5;1969
240806;2017;12;0;42;0;61;1;1;NA;NA;9;1;4;0.728;1.293;2418.664400759544;1;7;1956
241248;2017;12;0;12;0;56;6;1;NA;NA;5;4;9;0.728;2.024;3786.0609026584048;1;10;1961
241806;2017;11;0;20;0;62;2;1;NA;NA;9;3;9;0.728;0.84;1571.2900979412352;2;11;1955
241861;2017;11;0;39;0;50;2;1;NA;NA;5;6;10;0.572;0.538;1006.3738960623626;1;3;1967
242049;2017;11;0;19;0;71;2;1;NA;NA;5;3;7;0.296;0.34;635.9983729762142;2;11;1946
242067;2017;12;0;27;0;43;2;1;NA;NA;5;6;10;0.445;0.439;821.1861345192884;2;2;1974
242162;2017;12;0;28;0;52;2;1;NA;NA;5;5;5;0.534;0.713;1333.7259998001198;2;6;1965
242311;2018;1;0;44;0;47;2;2;12000;1;5;6;10;0.296;0.57;1066.2325664601237;2;9;1970
242415;2017;11;0;40;0;56;5;3;12300;1;9;6;8;0.421;0.282;527.5045328802718;2;7;1961
242480;2017;11;0;44;0;43;2;1;NA;NA;9;3;3;0.728;0.752;1406.6787543473915;1;7;1974
242599;2017;12;0;50;1;46;3;1;NA;NA;1;3;7;0.296;0.449;839.8919690185888;2;10;1971
242876;2017;12;0;40;0;49;2;1;NA;NA;5;3;7;1.145;1.713;3204.309449730162;1;5;1968
242938;2017;11;0;48;0;38;2;1;NA;NA;6;3;9;0.534;0.509;952.1269760143914;1;4;1979
243128;2017;11;0;32;0;37;2;1;NA;NA;15;4;5;1.145;2.099;3926.3546614031584;2;7;1980
244108;2017;11;1;45;0;31;2;2;12000;1;3;5;5;0.802;0.925;1730.289691185289;2;4;1986
254763;2017;11;1;11;1;49;2;1;NA;NA;6;3;9;1.145;1.397;2613.2050795522687;2;8;1968
255629;2017;11;1;27;0;59;3;1;NA;NA;9;3;9;0.534;0.433;809.9626338197082;2;5;1958
258497;2018;2;1;40;0;41;2;1;NA;NA;13;3;4;0.728;1.351;2527.158240855487;1;5;1976
258581;2018;2;1;48;0;57;1;1;NA;NA;5;6;8;2.677;3.536;6614.383078952629;1;7;1960
258919;2017;11;1;40;0;35;2;2;12000;1;9;6;8;1.338;0.706;1320.6319156506095;1;2;1982
260089;2017;12;1;40;0;55;1;1;NA;NA;14;3;5;0.728;0.501;937.1623084149511;1;10;1962
261301;2017;11;1;38;0;56;2;1;NA;NA;3;4;4;0.296;0.21;392.8225244853088;2;3;1961
261817;2018;2;1;52;0;21;2;3;12300;1;12;3;3;1.338;3.7;6921.158764741156;1;7;1996
263230;2017;11;1;10;1;33;5;2;12000;1;11;7;10;2.677;4.856;9083.553232860284;2;11;1984
264104;2017;11;1;36;0;41;2;1;12000;1;13;1;5;0.534;0.865;1618.0546841894861;2;12;1975
264133;2017;11;1;30;0;34;2;3;12300;1;11;7;10;1.145;0.692;1294.4437473515889;2;9;1983
264329;2017;11;1;40;0;50;1;1;NA;NA;11;7;10;0.572;0.692;1294.4437473515889;1;6;1967
270988;2017;11;1;35;0;29;4;1;NA;NA;3;6;8;0.534;4.66;8716.918876673995;2;7;1988
275446;2017;11;1;40;0;57;1;1;NA;NA;8;2;9;0.296;0.834;1560.066597241655;1;1;1960
282470;2017;11;1;35;1;35;2;2;12000;1;9;3;4;1.145;0.765;1430.996339196482;1;9;1982
282888;2018;2;1;40;0;54;2;3;12300;1;3;3;5;0.296;0.49;916.5858904657206;1;12;1963
286476;2017;11;1;10;0;54;2;1;99999;9;5;6;8;0.267;4.801;8980.671143114132;1;10;1963
294023;2017;11;0;30;0;60;2;2;12000;1;11;7;10;0.728;0.84;1571.2900979412352;2;10;1957
294030;2017;12;0;69;0;32;2;1;NA;NA;11;7;10;1.145;0.762;1425.3845888466922;2;7;1985
294376;2017;11;0;55;0;49;2;2;12000;1;1;4;9;0.267;0.3;561.1750349790126;1;11;1968
294652;2017;11;0;45;0;45;4;1;NA;NA;1;6;8;0.534;0.703;1315.0201653008194;1;4;1972
298303;2017;12;0;45;0;35;3;2;12000;1;3;4;7;0.534;0.572;1069.973733359984;2;8;1982
300917;2017;11;0;42;0;59;1;1;NA;NA;5;4;8;0.534;4.735;8857.21263541875;1;8;1958
301238;2017;11;0;30;0;28;2;2;12000;1;5;6;8;0.802;1.023;1913.6068692784327;1;3;1989
302684;2017;12;0;60;0;66;5;1;NA;NA;5;4;9;0.296;0.725;1356.1730011992802;1;6;1951
304439;2017;12;0;30;0;33;5;1;NA;NA;5;6;8;0.728;1.355;2534.640574655207;1;7;1984
311430;2017;12;0;15;0;61;4;2;12000;1;8;7;10;0.243;0.317;592.9749536278233;1;7;1956
312497;2017;11;0;41;1;39;3;2;12000;1;8;4;10;0.534;0.612;1144.7970713571858;1;4;1978
313944;2017;11;0;45;0;45;1;NA;NA;NA;8;4;4;0.534;0.791;1479.6315088946633;2;10;1972
314401;2017;11;0;60;0;46;2;2;12000;1;8;3;7;0.243;0.208;389.0813575854487;2;6;1971
315214;2017;11;0;30;1;56;4;1;NA;NA;9;7;10;0.267;0.217;405.9166086348191;1;10;1961
315254;2017;11;0;45;0;30;2;1;NA;NA;9;7;10;1.145;0.437;817.4449676194283;1;1;1987
316250;2017;11;0;35;0;65;4;1;NA;NA;9;2;2;0.267;0.283;529.3751163302018;1;12;1951
316948;2017;11;0;24;0;39;2;2;12000;1;9;4;8;0.296;0.208;389.0813575854487;2;10;1978
317397;2017;11;0;55;0;47;4;2;12000;1;9;2;7;0.534;0.482;901.6212228662802;1;4;1970
320600;2017;11;0;12;0;58;2;1;NA;NA;12;5;7;0.267;0.217;405.9166086348191;2;4;1959
322201;2017;11;0;24;0;42;2;2;12000;1;14;6;8;0.534;0.403;753.8451303218069;2;6;1975
322330;2017;12;0;50;0;56;2;1;NA;NA;14;6;8;0.534;0.414;774.4215482710373;2;10;1961
324394;2018;3;0;32;0;52;2;2;12000;1;14;3;9;0.534;0.779;1457.1845074955027;2;3;1966
329971;2018;3;1;25;1;47;4;1;NA;NA;9;7;10;0.728;1.547;2893.7925970417746;1;5;1970
330426;2018;3;1;45;0;34;2;1;NA;NA;6;7;10;2.677;2.615;4891.57572156706;1;5;1983
330559;2017;12;1;70;0;33;2;3;12300;1;3;3;7;2.677;4.862;9094.776733559864;1;12;1984
338476;2017;12;1;38;0;29;2;1;12000;1;9;7;10;1.338;0.853;1595.6076827903257;1;10;1988
343230;2017;12;1;60;0;33;4;1;NA;NA;3;7;10;1.338;1.467;2744.1459210473718;1;8;1984
345836;2017;12;1;55;1;51;4;2;12000;1;3;3;3;0.445;0.361;675.2806254247452;1;4;1966
348386;2017;12;1;12;0;16;2;NA;NA;NA;6;3;3;0.728;4.885;9137.800152908256;1;6;2001
349531;2017;12;1;40;1;59;2;1;NA;NA;8;3;10;2.677;1.859;3477.4146334199477;2;12;1958
350508;2017;12;1;10;0;55;2;3;12300;1;3;3;9;0.445;0.233;435.84594383369983;1;5;1962
353225;2017;12;1;38;1;35;2;2;12000;1;5;6;10;0.728;1.691;3163.156613831701;1;3;1982
355130;2017;12;1;30;0;28;2;2;12000;1;13;6;8;2.677;1.345;2515.9347401559066;1;11;1989
358637;2017;12;1;50;0;62;4;1;NA;NA;3;4;9;0.728;0.923;1726.5485242854288;1;3;1955
360331;2018;3;1;40;1;34;2;2;12000;1;3;3;3;2.677;4.441;8307.261101139316;1;10;1983
361243;2017;12;1;38;0;60;1;1;NA;NA;3;4;5;0.534;2.109;3945.0604959024586;1;9;1957
362987;2017;12;1;20;1;64;5;2;12000;1;5;7;10;0.534;0.609;1139.1853210073955;1;2;1953
363271;2017;12;1;10;1;37;2;1;NA;NA;9;4;4;0.617;1.46;2731.0518368978614;2;3;1980
363984;2017;12;1;42;0;53;2;NA;NA;NA;5;7;10;0.267;0.214;400.30485828502896;1;11;1964
364891;2017;12;1;50;0;43;2;2;12000;1;9;7;10;1.338;4.802;8982.54172656406;1;11;1974
365339;2017;12;1;40;0;40;2;2;12000;1;13;3;3;0.472;0.931;1741.513191884869;1;10;1977
365746;2017;12;1;40;0;51;2;1;NA;NA;14;7;10;0.534;0.766;1432.8669226464124;2;2;1966
366728;2018;3;1;30;0;57;2;2;12000;1;3;3;3;0.296;0.225;420.8812762342595;2;3;1961
370327;2017;12;1;40;0;32;2;1;NA;NA;5;6;10;0.728;1.126;2106.2769646212273;2;4;1985
372341;2017;12;1;17;0;27;3;1;NA;NA;9;6;10;0.534;0.317;592.9749536278233;2;7;1990
374004;2018;3;1;40;0;42;2;1;NA;NA;9;2;2;0.296;0.633;1184.0793238057167;2;1;1976
374150;2017;12;1;48;0;34;1;1;NA;NA;7;1;4;0.267;0.448;838.0213855686588;1;7;1983
377395;2017;12;0;40;0;53;2;1;NA;NA;11;7;10;0.296;0.455;851.1154697181692;1;8;1964
379551;2017;12;0;40;1;58;5;1;NA;NA;11;7;10;0.728;1.717;3211.791783529882;2;6;1959
381686;2017;12;0;40;0;60;4;1;NA;NA;1;1;5;0.728;1.629;3047.180439936038;1;7;1957
384327;2017;12;0;30;0;34;2;2;12000;1;2;7;10;0.534;0.521;974.5739774135518;2;8;1983
388649;2017;12;0;60;0;43;7;2;12000;1;3;4;9;0.445;0.438;819.3155510693583;2;4;1974
390515;2017;12;0;20;0;55;2;2;12000;1;3;3;7;0.534;0.421;787.5156324205476;2;8;1962
396291;2017;12;0;30;0;62;4;NA;NA;NA;5;6;8;0.296;0.203;379.72844033579855;1;2;1955
406079;2017;11;0;13;1;39;2;1;NA;NA;5;3;5;1.145;3.323;6215.948804117529;2;11;1978
408778;2017;12;0;60;0;62;3;1;NA;NA;5;5;6;2;1.716;3209.9212000799516;2;8;1955
410543;2017;12;0;45;0;43;2;1;21000;0;6;7;10;0.267;0.261;488.22228043174096;1;10;1974
412889;2017;11;0;35;1;61;2;3;12300;1;6;3;7;0.728;0.658;1230.8439100539676;2;9;1956
413316;2017;11;0;38;0;53;1;1;NA;NA;6;3;3;1;4.161;7783.497735158904;1;4;1964
413796;2017;12;0;25;0;64;2;1;NA;NA;6;3;7;0.728;2.025;3787.931486108335;2;8;1953
417731;2017;12;0;40;0;39;2;2;12000;1;7;6;10;0.728;0.75;1402.9375874475313;2;8;1978
419815;2017;11;0;55;0;52;4;1;NA;NA;10;3;8;0.445;0.546;1021.338563661803;1;4;1965
421832;2017;11;0;26;0;33;2;2;12000;1;8;3;10;0.296;0.246;460.16352868279034;2;5;1984
424351;2017;11;0;31;0;62;2;1;12000;1;8;6;10;0.534;0.576;1077.4560671597042;2;8;1955
428705;2017;11;0;35;0;56;1;1;NA;NA;8;3;3;0.296;0.634;1185.9499072556466;2;12;1960
429764;2017;12;0;30;0;50;2;1;NA;NA;8;2;5;0.534;0.974;1821.948280231861;2;11;1967
430008;2017;12;0;50;0;41;2;2;12000;1;8;2;4;0.267;0.265;495.7046142314611;1;10;1976
430840;2017;12;0;36;1;58;2;1;12000;1;9;3;10;0.296;0.414;774.4215482710373;2;6;1959
432658;2017;12;0;39;0;39;2;1;21000;0;9;4;9;0.296;0.206;385.3401906855886;1;5;1978
432708;2017;12;0;27;0;48;2;1;NA;NA;9;2;9;0.296;0.289;540.5986170297821;1;9;1969
432922;2017;11;0;45;0;66;4;1;NA;NA;9;3;9;0.267;0.46;860.4683869678194;1;5;1951
434148;2017;11;0;20;0;60;2;2;12000;1;9;2;4;0.534;0.321;600.4572874275435;2;8;1957
434387;2017;12;0;15;1;50;2;1;NA;NA;9;3;4;0.534;0.381;712.6922944233461;2;2;1967
437481;2017;12;0;35;0;38;2;1;NA;NA;9;3;7;0.802;0.561;1049.3973154107537;2;5;1979
438821;2017;11;0;20;0;41;2;1;NA;NA;9;3;10;0.534;0.408;763.1980475714571;2;6;1976
439331;2017;12;0;20;0;56;2;1;12000;1;9;2;7;1;1.132;2117.500465320807;1;1;1961
439595;2017;12;0;40;0;53;1;2;12000;1;9;3;4;0.728;1.293;2418.664400759544;1;7;1964
442456;2017;12;0;20;1;55;2;1;12000;1;9;3;4;0.728;0.437;817.4449676194283;2;8;1962
442584;2017;11;0;14;0;57;2;1;NA;NA;9;3;3;0.296;0.25;467.6458624825105;2;3;1960
444137;2017;12;0;40;0;31;2;NA;NA;NA;11;7;10;0.296;0.303;566.7867853288027;1;8;1986
444367;2017;12;0;38;0;61;2;1;NA;NA;12;4;10;0.296;0.365;682.7629592244654;2;8;1956
444852;2018;3;0;40;0;58;2;3;12300;1;12;2;9;0.296;0.395;738.8804627223666;1;7;1959
445025;2017;12;0;40;0;55;2;1;NA;NA;12;3;9;0.333;0.953;1782.6660277833298;1;4;1962
445041;2017;12;0;40;0;37;2;2;12000;1;12;3;9;0.445;0.584;1092.4207347591444;1;9;1980
449599;2018;2;0;40;0;54;2;1;NA;NA;14;3;4;0.534;0.71;1328.1142494503297;2;8;1963
451315;2017;11;0;40;1;64;2;2;12000;1;14;2;4;0.296;0.226;422.7518596841895;1;2;1953
454957;2017;11;0;40;0;23;2;2;12000;1;15;3;3;0.572;0.792;1481.5020923445934;1;5;1994
456304;2017;12;0;80;0;62;4;4;12340;1;16;4;4;1.145;1.443;2699.2519182490505;1;9;1955
457784;2017;12;0;40;0;40;1;1;NA;NA;11;7;10;0.728;4.653;8703.824792524485;1;3;1977
461288;2017;11;0;25;0;57;2;1;NA;NA;3;3;7;0.534;0.476;890.3977221667;2;8;1960
463366;2017;12;0;45;0;55;2;1;NA;NA;3;3;4;0.728;0.747;1397.3258370977412;1;2;1962
464254;2017;12;0;20;0;43;2;1;NA;NA;3;5;5;0.534;0.324;606.0690377773336;2;7;1974
468397;2017;12;0;58;0;38;2;1;NA;NA;5;5;10;0.728;0.881;1647.984019388367;1;9;1979
469663;2017;12;0;20;0;55;2;1;NA;NA;5;6;8;0.382;0.505;944.6446422146712;2;2;1962
469796;2017;12;0;50;0;53;4;2;12000;1;5;4;7;0.728;1.781;3331.5091243254046;1;5;1964
472185;2017;12;0;40;0;56;2;2;12000;1;5;4;5;0.267;0.239;447.06944453328003;1;7;1961
474912;2017;12;0;45;0;32;2;1;NA;NA;6;7;10;0.296;0.417;780.0332986208275;2;7;1985
476223;2017;12;0;10;0;36;2;1;NA;NA;6;3;9;0.534;3.417;6391.783648410953;2;6;1981
477199;2017;11;0;40;0;63;2;3;99999;9;6;3;3;0.728;1.87;3497.9910513691784;2;1;1954
482425;2018;1;0;52;1;59;3;1;NA;NA;8;3;5;0.333;0.398;744.4922130721568;1;10;1958
485547;2017;12;0;45;0;60;2;2;12000;1;9;7;10;0.728;0.477;892.2683056166301;2;9;1957
485767;2017;11;0;45;0;66;2;1;NA;NA;9;4;9;0.572;0.399;746.3627965220868;2;12;1950
487379;2017;12;0;40;1;36;1;2;12000;1;9;3;3;0.267;0.365;682.7629592244654;1;6;1981
493385;2017;11;0;40;0;40;2;1;NA;NA;14;6;8;0.802;0.52;972.7033939636219;1;9;1977
497577;2017;12;0;40;0;40;4;1;NA;NA;9;7;10;0.728;0.572;1069.973733359984;2;2;1977
497590;2017;12;0;40;0;39;2;1;NA;NA;8;5;10;0.296;0.204;381.59902378572855;1;10;1978
497617;2017;12;0;10;0;67;1;NA;NA;NA;9;3;5;3;3.927;7345.781207875275;2;9;1950
497686;2017;12;0;40;0;39;1;1;NA;NA;8;3;4;1.145;1.578;2951.7806839896066;1;10;1978
498546;2017;12;0;55;1;60;2;2;12300;1;11;7;10;0.445;0.269;503.1869480311813;1;7;1957
504046;2018;1;0;25;0;55;2;1;NA;NA;3;5;10;0.296;0.437;817.4449676194283;2;4;1962
504759;2017;12;0;25;0;56;2;2;12000;1;3;4;5;0.267;0.214;400.30485828502896;2;12;1961
509230;2017;12;0;40;0;44;1;1;NA;NA;5;5;10;0.728;2.57;4807.399466320208;1;9;1973
511319;2017;12;0;42;0;58;2;2;12000;1;5;3;9;0.728;3.023;5654.773769138517;1;1;1959
512120;2017;12;0;41;0;46;3;1;NA;NA;5;4;4;0.534;0.812;1518.9137613431942;1;5;1971
520233;2017;12;0;30;0;36;2;1;NA;NA;7;1;4;0.296;0.686;1283.2202466520089;2;9;1981
520470;2017;12;0;40;0;58;2;1;12000;1;10;6;8;0.296;0.215;402.175441734959;2;2;1959
522902;2017;12;0;45;0;54;2;1;NA;NA;8;6;10;0.572;0.324;606.0690377773336;1;1;1963
526838;2017;12;0;42;0;57;2;1;NA;NA;9;7;10;0.728;3.823;7151.240529082551;1;5;1960
527239;2017;12;0;32;0;56;2;1;NA;NA;9;4;9;0.728;0.662;1238.3262438536879;1;4;1961
529132;2017;12;0;40;0;48;3;2;12000;1;9;2;7;0.728;0.277;518.1516156306217;1;5;1969
529546;2017;12;0;30;1;49;2;2;12000;1;9;4;7;0.296;0.202;377.8578568858685;2;10;1968
533711;2017;12;0;40;0;59;2;2;12000;1;12;4;5;0.296;0.383;716.4334613232062;1;12;1958
539074;2017;12;0;40;0;48;2;1;12000;1;11;7;10;0.534;0.477;892.2683056166301;1;9;1969
539493;2017;12;0;40;0;39;1;NA;NA;NA;11;7;10;1.145;4.653;8703.824792524485;1;4;1978
541705;2017;12;0;40;0;45;3;2;12000;1;3;6;8;0.534;0.436;815.5743841694982;2;7;1972
542650;2017;12;0;35;1;53;2;3;12300;1;3;4;9;0.267;0.393;735.1392958225065;1;8;1964
542778;2017;12;0;39;0;28;2;1;NA;NA;3;6;8;0.421;0.933;1745.2543587847292;1;7;1989
550309;2017;12;0;30;0;52;1;1;NA;NA;5;4;7;1.145;4.59;8585.978035178892;2;6;1965
553704;2017;12;0;25;0;58;2;1;NA;NA;6;3;3;0.296;0.329;615.4219550269838;2;8;1959
553892;2017;12;0;42;0;55;2;2;12000;1;6;2;7;0.243;0.232;433.9753603837698;1;1;1962
554254;2017;12;0;38;0;59;2;3;12300;1;6;6;8;0.445;0.337;630.3866226264242;2;9;1958
554569;2017;12;0;50;0;57;2;2;12000;1;6;3;4;0.296;0.207;387.21077413551865;2;3;1960
555016;2017;12;0;18;0;43;2;1;NA;NA;7;3;3;0.296;0.493;922.1976408155107;2;10;1974
555269;2017;12;0;40;1;35;3;4;99999;9;7;6;8;1.145;0.744;1391.7140867479513;1;5;1982
556875;2017;12;0;40;0;51;2;1;NA;NA;8;7;10;0.534;0.376;703.3393771736958;2;9;1966
556944;2017;12;0;20;1;48;2;2;12000;1;8;7;10;2;1.232;2304.5588103138116;2;7;1969
559479;2017;12;0;23;0;60;2;1;NA;NA;8;4;6;0.534;0.874;1634.8899352388567;2;10;1957
561694;2017;12;0;50;1;45;2;1;NA;NA;9;3;9;0.32;0.217;405.9166086348191;1;3;1972
563739;2017;12;0;60;0;35;4;1;NA;NA;9;1;1;0.728;0.565;1056.8796492104736;1;1;1982
565212;2017;12;0;38;0;52;3;NA;NA;NA;9;5;8;0.296;0.255;476.9987797321607;2;5;1965
567294;2017;12;0;80;0;55;2;1;NA;NA;12;2;2;0.296;0.484;905.3623897661403;1;1;1962
569963;2017;12;0;50;0;41;3;3;12300;1;15;6;8;0.534;0.341;637.8689564261443;2;12;1976
569968;2017;12;0;40;0;48;2;1;NA;NA;15;6;8;0.296;0.28;523.7633659804118;2;2;1969
579271;2017;12;1;43;0;46;2;1;NA;NA;6;6;8;0.296;0.352;658.4453743753747;1;5;1971
579409;2017;12;1;35;0;45;2;2;12000;1;9;3;10;0.534;0.244;456.4223617829302;2;1;1972
580105;2017;12;1;45;0;47;2;1;99999;9;9;7;10;0.534;4.198;7852.709322806317;1;5;1970
584341;2017;12;1;40;0;22;2;1;NA;NA;15;3;7;0.728;0.916;1713.4544401359185;1;6;1995
588664;2017;12;1;30;0;34;2;2;12000;1;5;7;10;0.534;0.914;1709.7132732360585;2;6;1983
608014;2017;12;1;28;1;62;2;2;12000;1;12;5;7;0.296;0.212;396.5636913851689;2;3;1955
619379;2017;12;1;24;0;28;2;1;NA;NA;11;7;10;2.677;1.736;3247.332869078553;1;2;1989
622057;2017;12;1;39;0;42;2;1;12000;1;9;4;10;0.534;0.247;462.0341121327204;2;8;1975
622177;2017;12;0;40;0;61;2;1;NA;NA;5;4;4;0.534;0.461;862.3389704177494;2;6;1956
622294;2017;12;0;42;0;50;2;1;NA;NA;12;5;7;0.802;0.718;1343.07891704977;1;12;1967
622463;2017;12;0;20;0;42;2;1;NA;NA;1;2;9;0.534;0.599;1120.479486508095;2;9;1975
622488;2017;12;0;15;0;67;3;2;12000;1;3;4;7;0.572;0.376;703.3393771736958;1;11;1950
622732;2017;12;0;15;0;57;5;1;12000;1;9;6;10;0.534;0.33;617.2925384769139;2;2;1960
628106;2017;12;0;60;0;59;2;1;NA;NA;5;4;9;0.728;0.903;1689.136855286828;1;7;1958
630073;2017;12;0;35;0;53;2;2;12000;1;5;6;8;0.296;0.26;486.35169698181096;2;2;1964
631432;2017;12;0;60;0;53;4;3;12300;1;6;4;4;0.296;0.211;394.69310793523886;1;1;1964
632533;2017;12;0;39;0;53;2;1;NA;NA;7;2;7;0.296;0.203;379.72844033579855;2;1;1964
636486;2017;12;0;40;0;53;2;2;12000;1;9;3;9;0.445;0.332;621.0337053767739;1;2;1964
646740;2017;12;0;40;0;54;2;1;NA;NA;3;1;7;0.728;1.564;2925.592515690586;1;3;1963
650818;2017;12;0;50;1;41;2;NA;NA;NA;5;7;10;0.445;0.439;821.1861345192884;2;6;1976
652245;2017;12;0;40;0;61;2;1;NA;NA;5;3;7;0.296;0.634;1185.9499072556466;2;9;1956
652839;2017;12;0;44;0;39;2;1;NA;NA;5;6;10;1.145;1.385;2590.7580781531083;1;12;1978
653008;2017;12;0;45;0;58;2;1;NA;NA;5;6;10;0.534;0.474;886.6565552668399;1;4;1959
662656;2017;12;0;35;0;54;2;3;12300;1;6;3;4;0.534;0.293;548.0809508295023;2;6;1963
668036;2017;12;0;58;0;48;2;3;12340;1;8;2;2;0.728;1.286;2405.570316610034;1;4;1969
668736;2017;12;0;50;1;47;4;1;NA;NA;8;4;8;0.445;0.572;1069.973733359984;1;12;1970
672294;2017;12;0;39;0;60;2;2;12000;1;9;7;10;0.296;0.255;476.9987797321607;1;9;1957
672456;2017;12;0;20;0;34;2;2;99999;9;9;7;10;0.728;0.699;1307.5378315010992;2;1;1983
673399;2017;12;0;40;0;57;2;1;NA;NA;9;3;7;0.333;0.561;1049.3973154107537;1;7;1960
674390;2017;12;0;52;0;54;1;2;12000;1;9;3;3;1.145;2.717;5082.375233459924;2;3;1963
675624;2017;12;0;20;0;38;2;2;12000;1;9;3;4;0.534;0.625;1169.114656206276;2;9;1979
676535;2017;12;0;40;0;42;2;2;12000;1;9;2;7;1.145;0.472;882.9153883669798;1;6;1975
676935;2017;12;0;30;0;55;3;1;NA;NA;9;2;7;0.728;0.369;690.2452930241855;2;5;1962
683475;2017;12;0;60;0;37;2;2;12000;1;14;3;4;0.267;0.432;808.0920503697781;1;7;1980
685214;2017;12;0;40;0;55;2;1;NA;NA;15;3;5;0.445;0.628;1174.7264065560664;1;8;1962
687045;2017;12;0;32;0;60;2;1;NA;NA;16;2;2;0.534;0.805;1505.819677193684;2;7;1957
687174;2017;12;0;43;0;42;2;2;12000;1;8;3;9;0.534;0.454;849.244886268239;1;8;1975
687241;2017;12;0;52;0;45;3;1;NA;NA;9;6;8;0.243;0.219;409.65777553467916;1;8;1972
687397;2017;12;0;45;0;60;2;3;12300;1;9;5;8;0.421;0.2;374.11668998600845;1;3;1957
687552;2017;12;0;40;0;50;1;3;12300;1;14;4;4;1.145;3.192;5970.902372176694;2;12;1967
687596;2017;12;0;37;0;37;2;1;NA;NA;8;4;4;1.145;1.817;3398.8501285228863;2;9;1980
690063;2017;12;0;40;0;66;4;3;12300;1;1;4;10;0.534;0.523;978.3151443134119;1;11;1951
691246;2017;12;0;39;0;39;2;1;NA;NA;1;6;8;0.296;0.809;1513.3020109934039;1;2;1978
692767;2017;12;0;20;0;56;2;1;NA;NA;2;7;10;0.534;0.392;733.2687123725764;2;2;1961
697263;2017;12;0;48;0;58;1;1;NA;NA;3;4;9;0.296;1.218;2278.370642014791;1;11;1959
698696;2017;12;0;50;0;61;2;2;12000;1;3;3;9;1.145;1.069;1999.653707975215;1;2;1956
699217;2017;12;0;40;0;47;2;1;NA;NA;3;3;7;0.421;0.63;1178.4675734559264;2;11;1970
707457;2018;1;0;60;0;57;5;5;12345;1;5;4;7;0.534;0.555;1038.1738147111732;1;7;1960
719452;2017;12;0;23;0;45;3;1;NA;NA;5;5;5;0.445;0.36;673.410041974815;1;1;1972
734672;2017;12;0;35;0;60;2;2;12000;1;8;6;10;0.296;0.206;385.3401906855886;2;2;1957
735475;2017;12;0;40;0;39;4;1;NA;NA;8;3;9;1.145;1.066;1994.0419576254249;2;4;1978
746545;2017;12;0;27;0;55;2;1;NA;NA;9;6;8;0.534;0.848;1586.2547655406756;2;7;1962
748417;2017;12;0;38;0;51;1;1;NA;NA;9;4;10;0.534;0.755;1412.2905046971819;1;11;1966
750481;2017;12;0;65;0;42;2;3;12300;1;9;2;7;0.572;0.236;441.4576941834899;1;11;1975
751398;2017;12;0;23;0;44;3;1;NA;NA;9;6;10;1.145;0.808;1511.431427543474;2;5;1973
752555;2017;12;0;40;0;61;1;1;NA;NA;9;4;5;0.728;1.199;2242.8295564661203;1;1;1956
756599;2017;12;0;40;0;57;2;3;12300;1;12;3;4;0.534;0.388;725.7863785728563;2;5;1960
764561;2017;12;0;35;0;61;2;2;12000;1;15;3;5;0.534;0.769;1438.4786729962022;2;7;1956
767532;2017;12;0;30;1;49;1;2;12000;1;16;2;2;0.728;1.826;3415.6853795722564;2;7;1968
768199;2017;12;0;40;0;56;2;1;NA;NA;11;7;10;0.296;0.204;381.59902378572855;2;5;1961
771785;2017;12;0;20;0;52;2;NA;NA;NA;2;7;10;1.145;3.727;6971.664517889266;2;4;1965
771982;2017;12;0;30;0;41;1;1;NA;NA;2;7;10;0.296;0.351;656.5747909254446;2;7;1976
772179;2017;12;0;39;0;55;1;1;NA;NA;3;6;8;0.296;1.026;1919.218619628223;2;6;1962
777117;2017;12;0;40;0;50;1;2;12000;1;3;3;3;0.728;1.347;2519.6759070557664;1;12;1967
777425;2017;12;0;60;0;43;2;2;12000;1;4;7;10;0.243;0.341;637.8689564261443;1;6;1974
777552;2017;12;0;60;0;45;2;1;NA;NA;4;7;10;0.296;0.208;389.0813575854487;2;8;1972
777595;2017;12;0;40;1;53;6;1;NA;NA;4;7;10;1.145;1.105;2066.9947121726964;1;4;1964
780983;2018;2;0;21;0;60;2;2;12000;1;5;4;4;0.296;0.225;420.8812762342595;1;8;1957
784222;2017;12;0;41;0;41;2;2;12000;1;5;6;10;0.802;0.937;1752.7366925844494;2;5;1976
785936;2017;12;0;25;0;52;2;1;NA;NA;5;6;8;0.728;0.354;662.1865412752348;1;2;1965
787245;2017;12;0;50;0;57;2;4;12340;1;5;7;10;0.243;0.202;377.8578568858685;1;7;1960
